X;Y;Z
-1;-2;0
-1;-2;0
-2;-3;1
-2;-4;1
-2;-4;2
-2;-5;2
-1;-6;3
-1;-6;3
0;-7;3
0;-8;4
1;-8;4
2;-9;4
3;-9;4
4;-9;5
5;-10;5
6;-10;5
7;-10;5
8;-11;5
9;-11;6
10;-11;6
11;-11;6
12;-11;7
12;-11;7
13;-11;7
14;-11;8
14;-11;8
15;-11;8
15;-11;7
16;-11;7
16;-11;6
16;-11;6
17;-11;5
17;-11;4
18;-10;3
18;-10;2
18;-10;1
18;-10;1
18;-9;0
18;-9;0
18;-9;-1
18;-9;-1
18;-9;-1
18;-8;-1
18;-8;-1
18;-8;-1
18;-8;-1
18;-7;-1
18;-7;0
18;-7;0
18;-6;0
18;-6;1
18;-5;1
17;-5;1
16;-4;1
15;-3;2
14;-3;2
13;-2;2
12;-2;2
10;-2;2
9;-1;1
7;-1;1
6;-1;1
4;-1;1
3;0;1
2;0;1
0;0;1
-1;0;1
-2;0;2
-3;0;2
-3;0;2
-4;1;2
-5;1;2
-5;1;2
-5;2;2
-5;2;2
-5;2;2
-5;3;2
-5;3;2
-5;4;2
-6;4;2
-6;5;2
-6;5;3
-6;6;2
-6;7;3
-5;7;3
-5;8;3
-5;9;3
-5;10;2
-6;11;2
-6;11;2
-6;12;2
-7;13;2
-7;13;2
-8;14;2
-8;15;2
-9;15;2
-10;16;2
-10;16;3
-11;17;3
-12;18;3
-12;18;3
-13;19;3
-13;19;3
-14;20;2
-14;20;2
-15;20;2
-15;20;1
-15;20;1
-15;20;1
-15;20;0
-15;20;0
-15;20;0
-15;19;-1
-15;19;-1
-15;19;-1
-15;18;-1
-15;18;-1
-14;17;-1
-14;17;-1
-14;16;-1
-13;16;-1
-13;16;-1
-13;15;-2
-12;15;-2
-12;14;-2
-11;14;-2
-11;13;-2
-11;13;-2
-10;12;-3
-10;11;-3
-10;11;-3
-9;10;-3
-8;9;-3
-7;9;-3
-6;8;-4
-5;8;-4
-4;7;-4
-3;7;-5
-2;6;-5
-1;6;-5
0;6;-6
1;5;-6
2;5;-6
2;5;-6
3;5;-7
4;4;-7
4;4;-7
5;4;-7
5;4;-7
5;4;-7
5;4;-8
5;4;-8
5;5;-8
5;5;-8
5;5;-8
5;6;-7
5;6;-7
4;6;-7
4;6;-7
3;6;-6
2;6;-5
2;6;-5
1;6;-4
0;6;-3
0;6;-2
-1;5;-1
-1;5;0
-2;5;0
-2;4;1
-2;4;2
-1;4;2
-1;4;3
0;3;3
1;3;3
2;3;2
3;2;2
5;2;2
6;2;1
7;1;0
8;1;0
10;0;0
11;0;-1
11;0;-1
12;0;-1
13;-1;-1
13;-1;-1
13;-1;-1
13;-1;-1
13;-1;-1
13;0;-1
12;0;-1
12;0;-1
11;0;-1
10;1;-1
10;1;-1
9;1;-1
8;2;-1
7;2;-1
6;2;-1
5;3;-1
4;3;-1
3;3;-2
3;3;-2
2;3;-2
2;3;-2
1;3;-2
0;3;-3
0;3;-3
-1;3;-3
-1;3;-3
-1;4;-3
-2;4;-3
-2;4;-3
-2;4;-3
-3;5;-3
-3;5;-3
-3;5;-3
-3;5;-3
-3;5;-3
-3;5;-3
-3;5;-3
-3;6;-3
-3;6;-2
-3;6;-2
-3;6;-2
-3;6;-2
-3;7;-2
-3;7;-2
-3;7;-2
-3;8;-2
-4;8;-2
-4;9;-3
-4;9;-3
-5;9;-3
-5;10;-3
-5;10;-3
-6;10;-3
-6;10;-3
-6;10;-3
-7;9;-3
-7;9;-3
-7;9;-3
-7;9;-3
-7;8;-3
-7;8;-3
-7;7;-3
-7;7;-3
-7;6;-4
-7;5;-4
-7;5;-4
-6;4;-4
-6;3;-4
-5;2;-4
-5;1;-5
-5;0;-5
-4;-1;-5
-4;-2;-5
-3;-3;-5
-3;-4;-5
